¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-21,1.02,1.012,1.023,1.012,1.023,339602,346382.5,0.003,0.2941,1.02,3.0304,1.041,1.094,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-22,1.023,1.017,1.025,1.017,1.025,426209,436093,0.002,0.1955,1.0232,3.9432,1.041,1.094,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-23,1.025,1.025,1.027,1.021,1.024,555089,568214.9,-0.001,-0.0976,1.0236,5.3298,1.041,1.094,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-26,1.024,1.025,1.026,1.022,1.026,350914,359587.3,0.002,0.1953,1.0247,3.5769,1.042,1.095,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-27,1.026,1.021,1.027,1.021,1.025,262669,269200.9,-0.001,-0.0975,1.0249,2.8177,1.042,1.095,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-28,1.025,1.025,1.025,1.025,1.025,20000,20500,0,0,1.025,0.223,1.042,1.095,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-29,1.025,1.023,1.024,1.023,1.023,60000,61400,-0.002,-0.1951,1.0233,0.6858,1.042,1.095,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-30,1.023,1.023,1.023,1.023,1.023,--,--,0,0,--,--,1.043,1.096,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-02,1.023,1.023,1.025,1.023,1.024,169100,173177.5,0.001,0.0978,1.0241,1.9353,1.043,1.096,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-03,1.024,1.025,1.025,1.024,1.025,123354,126434.8,0.001,0.0977,1.025,1.4183,1.043,1.096,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-04,1.025,1.027,1.027,1.021,1.025,35600,36510.4,0,0,1.0256,0.4217,1.044,1.097,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-05,1.025,1.025,1.028,1.025,1.028,32000,32806,0.003,0.2927,1.0252,0.4003,1.044,1.097,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-06,1.028,1.028,1.028,1.028,1.028,--,--,0,0,--,--,1.044,1.097,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-09,1.028,1.02,1.02,1.02,1.02,80000,81600,-0.008,-0.7782,1.02,1.0613,1.044,1.097,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-10,1.02,1.027,1.028,1.017,1.017,152001,155441.4,-0.003,-0.2941,1.0226,2.0492,1.045,1.098,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-11,1.017,1.019,1.019,1.011,1.015,63636,64639.3,-0.002,-0.1967,1.0158,0.8857,1.045,1.098,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-12,1.015,1.015,1.015,1.015,1.015,--,--,0,0,--,--,1.045,1.098,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-13,1.015,1.022,1.022,1.021,1.021,24000,24518,0.006,0.5911,1.0216,0.3313,1.045,1.098,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-16,1.021,1.017,1.027,1.015,1.027,62172,63408.2,0.006,0.5877,1.0199,0.8639,1.046,1.099,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-17,1.027,1.023,1.026,1.023,1.026,57640,59047.9,-0.001,-0.0974,1.0244,0.8055,1.046,1.099,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-18,1.026,1.016,1.023,1.016,1.023,45580,46600.1,-0.003,-0.2924,1.0224,0.6444,1.046,1.099,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-23,1.023,1.028,1.036,1.024,1.031,247492,254633.1,0.008,0.782,1.0289,3.5214,1.047,1.1,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-24,1.031,1.033,1.036,1.03,1.035,257797,266412.1,0.004,0.388,1.0334,3.7094,1.047,1.1,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-25,1.035,1.029,1.036,1.029,1.036,180121,186401.3,0.001,0.0966,1.0349,2.7591,1.047,1.1,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-26,1.036,1.032,1.036,1.032,1.036,16400,16990,0,0,1.036,0.2722,1.048,1.101,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-27,1.036,1.036,1.036,1.036,1.036,31800,32944.8,0,0,1.036,0.5335,1.048,1.101,
150073.SZ,≈µ∞≤Œ»Ω°,2013-09-30,1.036,1.036,1.046,1.036,1.046,27300,28373.8,0.01,0.9653,1.0393,0.4591,1.048,1.101,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-08,1.046,1.014,1.05,1.014,1.049,75700,79348.6,0.003,0.2868,1.0482,1.2772,1.05,1.103,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-09,1.049,1.049,1.053,1.044,1.045,169600,178029.8,-0.004,-0.3813,1.0497,2.8768,1.05,1.103,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-10,1.045,1.045,1.045,1.045,1.045,--,--,0,0,--,--,1.05,1.103,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-11,1.045,1.043,1.043,1.043,1.043,17598,18354.7,-0.002,-0.1914,1.043,0.3091,1.05,1.103,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-14,1.043,1.053,1.082,1.042,1.051,90807,96702.2,0.008,0.767,1.0649,1.5952,1.051,1.104,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-15,1.051,1.067,1.088,1.063,1.072,248105,266616,0.021,1.9981,1.0746,4.4125,1.051,1.104,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-16,1.072,1.06,1.06,1.06,1.06,5000,5300,-0.012,-1.1194,1.06,0.0919,1.051,1.104,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-17,1.06,1.06,1.06,1.06,1.06,--,--,0,0,--,--,1.051,1.104,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-18,1.06,1.06,1.06,1.06,1.06,4000,4240,0,0,1.06,0.0773,1.051,1.104,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-21,1.06,1.079,1.099,1.065,1.092,121091,131967.8,0.032,3.0189,1.0898,2.3421,1.052,1.105,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-22,1.092,1.09,1.09,1.09,1.09,22,24,-0.002,-0.1832,1.0909,0.0004,1.052,1.105,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-23,1.09,1.09,1.09,1.09,1.09,--,--,0,0,--,--,1.052,1.105,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-24,1.09,1.04,1.04,1.031,1.031,501,516.5,-0.059,-5.4128,1.0309,0.0103,1.053,1.106,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-25,1.031,1.033,1.033,1.033,1.033,3899,4027.7,0.002,0.194,1.033,0.0798,1.053,1.106,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-28,1.033,1.033,1.033,1.033,1.033,--,--,0,0,--,--,1.053,1.106,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-29,1.033,1.03,1.031,1.03,1.03,32000,32965.6,-0.003,-0.2904,1.0302,0.6526,1.053,1.106,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-30,1.03,1.068,1.068,1.058,1.063,19300,20585.4,0.033,3.2039,1.0666,0.3936,1.054,1.107,
150073.SZ,≈µ∞≤Œ»Ω°,2013-10-31,1.063,1.063,1.063,1.063,1.063,--,--,0,0,--,--,1.054,1.107,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-01,1.063,1.063,1.063,1.063,1.063,--,--,0,0,--,--,1.054,1.107,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-04,1.063,1.046,1.064,1.046,1.064,7638,7990,0.001,0.0941,1.0461,0.156,1.055,1.108,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-05,1.064,1.045,1.063,1.045,1.062,57637,61210.9,-0.002,-0.188,1.062,1.1802,1.055,1.108,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-06,1.062,1.063,1.063,1.03,1.03,66001,70150,-0.032,-3.0132,1.0629,1.357,1.055,1.108,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-07,1.03,1.031,1.031,1.031,1.031,5000,5155,0.001,0.0971,1.031,0.1044,1.055,1.108,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-08,1.031,1.006,1.025,1.006,1.025,145,148.6,-0.006,-0.582,1.0248,0.0031,1.055,1.108,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-11,1.025,1.011,1.011,1.011,1.011,1,1,-0.014,-1.3659,1,0,1.056,1.109,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-12,1.011,1.026,1.055,1.026,1.027,72350,74236.9,0.016,1.5826,1.0261,1.5305,1.056,1.109,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-13,1.027,1.003,1.025,1.003,1.025,196,197.6,-0.002,-0.1947,1.0082,0.0041,1.056,1.109,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-14,1.025,1.022,1.022,1.022,1.022,100,102.2,-0.003,-0.2927,1.022,0.0021,1.056,1.109,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-15,1.022,1.046,1.046,1.046,1.046,1600,1673.6,0.024,2.3483,1.046,0.0339,1.057,1.11,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-18,1.046,1.023,1.045,1.023,1.045,7601,7940.4,-0.001,-0.0956,1.0447,0.1618,1.057,1.11,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-19,1.045,1.046,1.046,1.046,1.046,49100,51358.6,0.001,0.0957,1.046,1.0458,1.057,1.11,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-20,1.046,1.005,1.053,1.005,1.053,5300,5518.5,0.007,0.6692,1.0412,0.1144,1.057,1.11,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-21,1.053,1.018,1.02,1.018,1.02,2,2,-0.033,-3.1339,1,0,1.058,1.111,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-22,1.02,1.02,1.02,1.02,1.02,--,--,0,0,--,--,1.058,1.111,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-25,1.02,1.046,1.046,1.027,1.027,7002,7262.1,0.007,0.6863,1.0371,0.1519,1.058,1.111,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-26,1.027,1.023,1.023,1.023,1.023,1,1,-0.004,-0.3895,1,0,1.059,1.112,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-27,1.023,1.046,1.046,1.046,1.046,15176,15874.1,0.023,2.2483,1.046,0.3298,1.059,1.112,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-28,1.046,1.094,1.094,1.046,1.05,28568,30322.1,0.004,0.3824,1.0614,0.6226,1.059,1.112,
150073.SZ,≈µ∞≤Œ»Ω°,2013-11-29,1.05,1.051,1.051,1.051,1.051,6396,6722.2,0.001,0.0952,1.051,0.1475,1.059,1.112,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-02,1.051,1.051,1.051,1.051,1.051,--,--,0,0,--,--,1.06,1.113,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-03,1.051,1.051,1.051,1.051,1.051,--,--,0,0,--,--,1.06,1.113,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-04,1.051,1.051,1.051,1.051,1.051,--,--,0,0,--,--,1.06,1.113,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-05,1.051,1.051,1.051,1.051,1.051,--,--,0,0,--,--,1.06,1.113,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-06,1.051,1.051,1.051,1.051,1.051,--,--,0,0,--,--,1.06,1.113,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-09,1.051,1.051,1.087,1.051,1.052,6600,7053.8,0.001,0.0951,1.0688,0.1538,1.061,1.114,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-10,1.052,1.052,1.052,1.052,1.052,800,841.6,0,0,1.052,0.0187,1.061,1.114,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-11,1.052,1.052,1.052,1.052,1.052,--,--,0,0,--,--,1.061,1.114,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-12,1.052,1.052,1.052,1.052,1.052,--,--,0,0,--,--,1.062,1.115,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-13,1.052,1.057,1.061,1.057,1.058,139200,147305.8,0.006,0.5703,1.0582,3.25,1.062,1.115,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-16,1.058,1.058,1.058,1.058,1.058,--,--,0,0,--,--,1.062,1.115,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-17,1.058,1.027,1.066,1.027,1.066,3100,3187.6,0.008,0.7561,1.0283,0.0773,1.062,1.115,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-18,1.066,1.023,1.023,1.023,1.023,4000,4092,-0.043,-4.0338,1.023,0.0997,1.063,1.116,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-19,1.023,1.03,1.058,1.03,1.058,500,517.8,0.035,3.4213,1.0356,0.0125,1.063,1.116,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-20,1.058,1.06,1.06,1.03,1.03,2500,2578,-0.028,-2.6465,1.0312,0.0623,1.063,1.116,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-23,1.03,1.047,1.047,1.047,1.047,100,104.7,0.017,1.6505,1.047,0.0025,1.064,1.117,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-24,1.047,1.047,1.047,1.047,1.047,--,--,0,0,--,--,1.064,1.117,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-25,1.047,1.02,1.054,1.02,1.054,13000,13566,0.007,0.6686,1.0435,0.3243,1.064,1.117,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-26,1.054,1.04,1.05,1.04,1.05,2202,2311.1,-0.004,-0.3795,1.0495,0.0549,1.064,1.117,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-27,1.05,1.047,1.047,1.047,1.047,9000,9423,-0.003,-0.2857,1.047,0.2249,1.064,1.117,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-30,1.047,1.043,1.053,1.043,1.053,3100,3234.3,0.006,0.5731,1.0433,0.0775,1.065,1.118,
150073.SZ,≈µ∞≤Œ»Ω°,2013-12-31,1.053,1.053,1.053,1.053,1.053,--,--,0,0,--,--,1.065,1.118,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-02,1.053,1.03,1.053,1.03,1.039,182493,188090.7,-0.014,-1.3295,1.0307,4.5785,1,1.118,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-03,1.039,1.039,1.039,1.039,1.039,--,--,0,0,--,--,1.001,1.119,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-06,1.039,0.973,0.99,0.973,0.986,57156,56237.2,-0.053,-1.4985,0.9839,1.434,1.001,1.119,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-07,0.986,0.988,0.988,0.953,0.988,43300,42108.7,0.002,0.2028,0.9725,1.118,1.001,1.119,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-08,0.988,0.964,0.988,0.964,0.988,63772,61867.7,0,0,0.9701,1.6587,1.001,1.119,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-09,0.988,0.987,0.987,0.977,0.977,15801,15515.6,-0.011,-1.1134,0.9819,0.4157,1.002,1.12,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-10,0.977,0.935,0.935,0.935,0.935,39602,37027.9,-0.042,-4.2989,0.935,1.0496,1.002,1.12,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-13,0.935,0.936,0.975,0.936,0.975,29600,27849.5,0.04,4.2781,0.9409,0.7845,1.002,1.12,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-14,0.975,0.918,0.97,0.918,0.969,47402,45792.2,-0.006,-0.6154,0.966,1.2581,1.002,1.12,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-15,0.969,0.96,0.968,0.96,0.968,48300,46608,-0.001,-0.1032,0.965,1.3369,1.003,1.121,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-16,0.968,0.967,0.967,0.967,0.967,40800,39453.6,-0.001,-0.1033,0.967,1.1347,1.003,1.121,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-17,0.967,0.967,0.967,0.967,0.967,--,--,0,0,--,--,1.003,1.121,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-20,0.967,0.908,0.908,0.908,0.908,9602,8718.6,-0.059,-6.1013,0.908,0.2707,1.003,1.121,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-21,0.908,0.92,0.964,0.92,0.964,10000,9288,0.056,6.1674,0.9288,0.2819,1.004,1.122,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-22,0.964,0.909,0.909,0.909,0.909,100,90.9,-0.055,-5.7054,0.909,0.0028,1.004,1.122,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-23,0.909,0.959,0.978,0.93,0.978,71897,69260.1,0.069,7.5908,0.9633,2.0454,1.004,1.122,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-24,0.978,0.988,1,0.951,0.996,47100,46374.4,0.018,1.8405,0.9846,1.3662,1.004,1.122,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-27,0.996,0.996,0.996,0.996,0.996,--,--,0,0,--,--,1.005,1.123,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-28,0.996,0.996,0.996,0.996,0.996,--,--,0,0,--,--,1.005,1.123,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-29,0.996,1.095,1.095,1.08,1.08,9000,9852,0.084,8.4337,1.0947,0.2659,1.005,1.123,
150073.SZ,≈µ∞≤Œ»Ω°,2014-01-30,1.08,1.08,1.08,1.08,1.08,--,--,0,0,--,--,1.005,1.123,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-07,1.08,1.08,1.08,1.08,1.08,--,--,0,0,--,--,1.007,1.125,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-10,1.08,1.08,1.08,1.08,1.08,--,--,0,0,--,--,1.007,1.125,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-11,1.08,1.08,1.08,1.08,1.08,--,--,0,0,--,--,1.007,1.125,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-12,1.08,1.08,1.08,1.08,1.08,--,--,0,0,--,--,1.007,1.125,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-13,1.08,1.08,1.08,1.08,1.08,--,--,0,0,--,--,1.008,1.126,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-14,1.08,1.058,1.058,1.058,1.058,2000,2116,-0.022,-2.037,1.058,0.0591,1.008,1.126,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-17,1.058,0.978,0.981,0.977,0.981,4000,3916.1,-0.077,-7.2779,0.979,0.1182,1.008,1.126,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-18,0.981,0.952,1.037,0.952,1.037,5101,5289.7,0.056,5.7085,1.037,0.1506,1.008,1.126,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-19,1.037,1.037,1.037,1.037,1.037,--,--,0,0,--,--,1.009,1.127,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-20,1.037,1.037,1.037,1.037,1.037,--,--,0,0,--,--,1.009,1.127,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-21,1.037,0.985,0.99,0.985,0.99,167000,165080,-0.047,-4.5323,0.9885,4.9292,1.009,1.127,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-24,0.99,0.99,0.99,0.99,0.99,20000,19800,0,0,0.99,0.5903,1.01,1.128,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-25,0.99,0.999,0.999,0.981,0.981,5020,5014.6,-0.009,-0.9091,0.9989,0.1493,1.01,1.128,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-26,0.981,0.981,0.981,0.981,0.981,--,--,0,0,--,--,1.01,1.128,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-27,0.981,0.981,0.981,0.981,0.981,--,--,0,0,--,--,1.01,1.128,
150073.SZ,≈µ∞≤Œ»Ω°,2014-02-28,0.981,0.981,0.981,0.981,0.981,--,--,0,0,--,--,1.01,1.128,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-03,0.981,0.981,0.981,0.981,0.981,--,--,0,0,--,--,1.011,1.129,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-04,0.981,0.961,0.961,0.961,0.961,3,2.9,-0.02,-2.0387,0.9667,0.0001,1.011,1.129,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-05,0.961,0.961,0.961,0.961,0.961,--,--,0,0,--,--,1.011,1.129,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-06,0.961,0.961,1.056,0.943,0.948,6602,6302.3,-0.013,-1.3528,0.9546,0.2026,1.011,1.129,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-07,0.948,0.949,0.95,0.949,0.95,37,35.1,0.002,0.211,0.9486,0.0011,1.011,1.129,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-10,0.95,0.944,0.944,0.944,0.944,2000,1888,-0.006,-0.6316,0.944,0.0592,1.012,1.13,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-11,0.944,0.944,0.944,0.944,0.944,4000,3776,0,0,0.944,0.1185,1.012,1.13,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-12,0.944,0.944,0.945,0.944,0.945,15100,14264.4,0.001,0.1059,0.9447,0.4473,1.012,1.13,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-13,0.945,0.945,0.98,0.945,0.98,10100,9586,0.035,3.7037,0.9491,0.2992,1.012,1.13,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-14,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.013,1.131,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-17,0.98,0.98,0.984,0.979,0.984,33536,32869.6,0.004,0.4082,0.9801,1.0306,1.013,1.131,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-18,0.984,0.948,1.025,0.948,0.991,23592,23344.1,0.007,0.7114,0.9895,0.7309,1.013,1.131,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-19,0.991,0.98,0.98,0.98,0.98,1,1,-0.011,-1.11,1,0,1.014,1.132,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-20,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.014,1.132,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-21,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.014,1.132,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-24,0.98,0.945,0.98,0.945,0.98,2134,2091.3,0,0,0.98,0.0668,1.014,1.132,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-25,0.98,0.982,0.982,0.98,0.98,26100,25598,0,0,0.9808,0.8173,1.015,1.133,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-26,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.015,1.133,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-27,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.015,1.133,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-28,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.015,1.133,
150073.SZ,≈µ∞≤Œ»Ω°,2014-03-31,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.016,1.134,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-01,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.016,1.134,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-02,0.98,1,1,0.931,0.931,3001,3000.9,-0.049,-5,1,0.0909,1.016,1.134,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-03,0.931,0.931,0.931,0.931,0.931,--,--,0,0,--,--,1.016,1.134,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-04,0.931,1.017,1.017,0.958,0.975,15200,15355.6,0.044,4.7261,1.0102,0.4602,1.016,1.134,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-08,0.975,0.975,0.975,0.975,0.975,--,--,0,0,--,--,1.017,1.135,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-09,0.975,0.958,0.958,0.958,0.958,100,95.8,-0.017,-1.7436,0.958,0.003,1.017,1.135,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-10,0.958,1,1,0.97,0.97,20700,20214,0.012,1.2526,0.9765,0.6274,1.017,1.135,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-11,0.97,0.999,0.999,0.999,0.999,600,599.4,0.029,2.9897,0.999,0.0182,1.018,1.136,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-14,0.999,0.999,1,0.999,1,48095,48055.8,0.001,0.1001,0.9992,1.4623,1.018,1.136,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-15,1,1,1,1,1,--,--,0,0,--,--,1.018,1.136,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-16,1,1,1,0.999,0.999,3300,3298.9,-0.001,-0.1,0.9997,0.1012,1.018,1.136,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-17,0.999,0.98,0.98,0.98,0.98,1,1,-0.019,-1.9019,1,0,1.019,1.137,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-18,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.019,1.137,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-21,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.019,1.137,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-22,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.02,1.138,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-23,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.02,1.138,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-24,0.98,0.98,0.98,0.98,0.98,--,--,0,0,--,--,1.02,1.138,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-25,0.98,0.955,0.955,0.955,0.955,1,1,-0.025,-2.551,1,0,1.02,1.138,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-28,0.955,0.951,0.951,0.951,0.951,18000,17118,-0.004,-0.4188,0.951,0.5524,1.021,1.139,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-29,0.951,0.951,0.951,0.951,0.951,--,--,0,0,--,--,1.021,1.139,
150073.SZ,≈µ∞≤Œ»Ω°,2014-04-30,0.951,0.921,0.921,0.921,0.921,1,0.9,-0.03,-3.1546,0.9,0,1.021,1.139,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-05,0.921,0.921,0.921,0.921,0.921,--,--,0,0,--,--,1.022,1.14,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-06,0.921,0.928,0.995,0.928,0.995,2201,2189.9,0.074,8.0347,0.995,0.0675,1.022,1.14,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-07,0.995,0.942,0.942,0.942,0.942,100,94.2,-0.053,-5.3266,0.942,0.0031,1.022,1.14,
